user_id,persona,experience_level,learning_goal,risk_profile,created_at,lessons_completed,avg_quiz_score,total_tutor_questions
u_4cc14dc6e9,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,1.0,0.21655053045804878,0.0
u_81989fdca2,engaged_learner,intermediate,trading,aggressive,2024-01-01T00:00:00,11.0,0.6370423141731764,7.0
u_46668204fa,careful_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,2.0,0.6051949352687274,4.0
u_d68ddc7a88,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,6.0,0.506858673732205,9.0
u_16c2aaf65b,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,13.0,0.6059039101964249,18.0
u_761274d184,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,2.0,0.4566128150445845,1.0
u_a2c1419eb2,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,7.0,0.6145089485959011,11.0
u_a26ce4bfc0,tool_first_explorer,beginner,retirement,moderate,2024-01-01T00:00:00,3.0,0.5553620306606724,2.0
u_b4f4226e38,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,15.0,0.6188874887274102,16.0
u_e356e829bc,fast_advanced,advanced,retirement,aggressive,2024-01-01T00:00:00,18.0,0.7725350988850027,0.0
u_266d9de165,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,13.0,0.5128031149515159,20.0
u_cab857168e,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,6.0,0.46015497923991505,11.0
u_eb8fe2921a,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,7.0,0.36489461497259046,2.0
u_9cf1698be1,engaged_learner,beginner,general,aggressive,2024-01-01T00:00:00,2.0,0.5852550386087968,3.0
u_00d90f2175,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,3.0,0.2753822519602853,2.0
u_0a3e0c518d,struggling_learner,beginner,retirement,conservative,2024-01-01T00:00:00,1.0,0.29963168454595435,1.0
u_406d905244,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,6.0,0.6095476969838682,4.0
u_53f43f7ce5,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,4.0,0.5766140604604023,5.0
u_cc4944121f,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,6.0,0.6693938039431031,4.0
u_317aa06a0b,fast_advanced,advanced,trading,moderate,2024-01-01T00:00:00,1.0,0.7961489573515479,0.0
u_6f127af521,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,7.0,0.3524341038389478,17.0
u_1a86fbf711,tool_first_explorer,beginner,retirement,moderate,2024-01-01T00:00:00,2.0,0.8285864147166173,1.0
u_0ffde08e86,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,11.0,0.641935815642596,9.0
u_600449a9b2,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,9.0,0.5879191588953614,6.0
u_2421eadc70,tool_first_explorer,intermediate,trading,aggressive,2024-01-01T00:00:00,4.0,0.6712254979497612,1.0
u_b6df91805a,struggling_learner,beginner,education,aggressive,2024-01-01T00:00:00,7.0,0.300991776118371,15.0
u_a4d574f2fb,overconfident_beginner,beginner,trading,moderate,2024-01-01T00:00:00,1.0,0.20177303270408498,0.0
u_d1b415679d,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.49432158451460767,0.0
u_7e74540ebb,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,1.0,0.7046276974602002,1.0
u_f7a61ab852,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,5.0,0.5879330040349591,5.0
u_c99f4a7555,tool_first_explorer,beginner,retirement,moderate,2024-01-01T00:00:00,10.0,0.425608394149694,8.0
u_152331d6af,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,6.0,0.4968238652323298,11.0
u_19ce1d0fd4,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,8.0,0.5394138090927159,11.0
u_5e48b1b9b3,tool_first_explorer,intermediate,retirement,conservative,2024-01-01T00:00:00,3.0,0.7100895634966492,1.0
u_238dad96fa,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,6.0,0.5852379257670284,8.0
u_9efbc95428,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,10.0,0.6364098296346883,9.0
u_30ad1440a9,tool_first_explorer,intermediate,retirement,aggressive,2024-01-01T00:00:00,8.0,0.5707644524939943,4.0
u_518ff0803f,fast_advanced,advanced,general,moderate,2024-01-01T00:00:00,19.0,0.8127258033592545,2.0
u_b26517806b,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,2.0,0.6538042638861191,1.0
u_b0a61380f6,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,7.0,0.5240951812820037,12.0
u_bfb307a51e,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,4.0,0.4567895012751657,1.0
u_90b2a9034f,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,15.0,0.6145709426627125,15.0
u_500a2e6459,struggling_learner,beginner,education,moderate,2024-01-01T00:00:00,1.0,0.35705787965456803,2.0
u_3ae5e6d43a,struggling_learner,beginner,retirement,moderate,2024-01-01T00:00:00,6.0,0.3382215889629744,15.0
u_336fe749a3,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,3.0,0.26997347593374044,0.0
u_bf2aa0005b,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,4.0,0.6317693461775161,4.0
u_e156f7adf3,tool_first_explorer,beginner,trading,aggressive,2024-01-01T00:00:00,10.0,0.5789043996461943,3.0
u_67113c01fa,overconfident_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,7.0,0.40290165111556364,4.0
u_ff0e05849d,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,12.0,0.5167089291854632,21.0
u_dc6d05570e,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,9.0,0.3242205673600596,18.0
u_c594b7efc6,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,8.0,0.4413648975776462,2.0
u_d7c4f43ffc,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,3.0,0.5108458794259798,3.0
u_e668fc26ab,struggling_learner,beginner,education,conservative,2024-01-01T00:00:00,1.0,0.45609336919288973,1.0
u_85194a791f,tool_first_explorer,intermediate,education,moderate,2024-01-01T00:00:00,6.0,0.5767526550048311,3.0
u_82e97b4bb5,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,9.0,0.3291489837759791,20.0
u_350156558c,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,0.0,0.0,0.0
u_74b377076c,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,4.0,0.45974029745733097,0.0
u_ee6e8f119d,careful_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,19.0,0.5005237786547145,28.0
u_d0de7c8603,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,1.0,0.3038612994891724,2.0
u_83e40a9b52,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.48740787012742515,4.0
u_84854e4eb1,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,12.0,0.6655295371791107,10.0
u_ecf6985b14,tool_first_explorer,intermediate,general,aggressive,2024-01-01T00:00:00,12.0,0.5262845495923902,8.0
u_7a8f3285c7,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,9.0,0.5275709613428241,14.0
u_6d8e86b3e5,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,4.0,0.5947817552099518,7.0
u_1206f7e61a,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,5.0,0.6463754205134258,5.0
u_002f14961c,fast_advanced,advanced,general,moderate,2024-01-01T00:00:00,8.0,0.7644568626118579,0.0
u_9d84471a65,struggling_learner,beginner,retirement,moderate,2024-01-01T00:00:00,5.0,0.3363830802331537,11.0
u_314e251fca,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,6.0,0.6128084958004342,6.0
u_aeb88c3538,tool_first_explorer,intermediate,retirement,conservative,2024-01-01T00:00:00,1.0,0.42068424430763973,0.0
u_84cdae90ef,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,2.0,0.6294478275956544,4.0
u_f08b071361,careful_beginner,beginner,trading,moderate,2024-01-01T00:00:00,8.0,0.4791380966471417,13.0
u_5586b5c62a,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,10.0,0.4016215106721137,0.0
u_9f10858838,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,10.0,0.39239778442857065,3.0
u_44f80e84f3,engaged_learner,intermediate,trading,aggressive,2024-01-01T00:00:00,13.0,0.6556269777237261,11.0
u_5bdc4ef51f,struggling_learner,beginner,general,conservative,2024-01-01T00:00:00,5.0,0.39148900685894356,11.0
u_b6a6298d0e,struggling_learner,beginner,retirement,moderate,2024-01-01T00:00:00,4.0,0.35170472798242497,8.0
u_a0882e4cdf,fast_advanced,advanced,education,moderate,2024-01-01T00:00:00,12.0,0.8385007609905034,0.0
u_4fb4572f1f,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,1.0,0.2901169756807715,0.0
u_0364db0626,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,6.0,0.3100936471126797,13.0
u_e699475283,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,3.0,0.6274010340049095,2.0
u_c4f3ad7261,engaged_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,15.0,0.5676987534049519,14.0
u_349c9196d3,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,10.0,0.5975757827500298,7.0
u_ad1f370002,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,3.0,0.5810898617607594,2.0
u_c5371d5ea4,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,3.0,0.6494303706438643,2.0
u_9651644770,tool_first_explorer,intermediate,trading,conservative,2024-01-01T00:00:00,17.0,0.5401736714655914,13.0
u_45dc6a67e1,engaged_learner,beginner,education,conservative,2024-01-01T00:00:00,10.0,0.5738317842955857,12.0
u_fbf8dfd715,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,3.0,0.4858535267099638,0.0
u_e3b789697e,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,2.0,0.2918296112835099,0.0
u_cea18d8422,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,12.0,0.606734921717628,4.0
u_0532021bcf,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,7.0,0.5262803517953665,15.0
u_b10a348b93,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,2.0,0.4810940424472729,4.0
u_e9235ec83f,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,10.0,0.71520358127998,6.0
u_e74ba07f0a,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,12.0,0.650797015966196,17.0
u_801f0b9383,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,8.0,0.45106216848895003,0.0
u_2ca1aa8753,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,15.0,0.6259497801166858,16.0
u_7a17a0612b,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,5.0,0.4289024916668549,8.0
u_bca62a1b2e,fast_advanced,advanced,retirement,moderate,2024-01-01T00:00:00,17.0,0.84862594232066,1.0
u_e209c76595,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,16.0,0.6302209891681009,17.0
u_10791d8ba4,fast_advanced,advanced,retirement,moderate,2024-01-01T00:00:00,4.0,0.838073855891404,0.0
u_93daa12d4f,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,8.0,0.5754467556672068,4.0
u_0b02523e0c,careful_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,12.0,0.5168581216469736,16.0
u_9973a682ae,fast_advanced,advanced,trading,conservative,2024-01-01T00:00:00,0.0,0.0,0.0
u_c5ac869375,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,18.0,0.640374389435929,12.0
u_78832865d4,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,6.0,0.4696987870971964,7.0
u_1726b95712,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,17.0,0.6525214706528778,13.0
u_5504e861a0,fast_advanced,advanced,retirement,conservative,2024-01-01T00:00:00,16.0,0.8050955538193858,0.0
u_96f69f6f28,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,1.0,0.37391407839218893,0.0
u_729177ab67,careful_beginner,beginner,education,moderate,2024-01-01T00:00:00,13.0,0.507585013052266,23.0
u_16106c32f7,tool_first_explorer,intermediate,education,aggressive,2024-01-01T00:00:00,9.0,0.5690044609063183,7.0
u_14b63ac3aa,careful_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,5.0,0.5088823404515969,7.0
u_b85611b121,tool_first_explorer,intermediate,trading,aggressive,2024-01-01T00:00:00,1.0,0.47953194432787044,3.0
u_86637f8cdc,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,7.0,0.6004715093471054,6.0
u_04291af151,overconfident_beginner,beginner,trading,moderate,2024-01-01T00:00:00,1.0,0.16040460674971566,0.0
u_9d6a835de8,fast_advanced,advanced,trading,aggressive,2024-01-01T00:00:00,2.0,0.6481413887985136,1.0
u_925123e6e7,tool_first_explorer,beginner,trading,moderate,2024-01-01T00:00:00,12.0,0.5473414101775724,3.0
u_aba99d5616,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,11.0,0.6220648125874049,10.0
u_fc859de196,struggling_learner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.3883172003203812,5.0
u_1974d68e0a,tool_first_explorer,beginner,trading,moderate,2024-01-01T00:00:00,14.0,0.5242448665826437,10.0
u_996a743ada,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,6.0,0.300362756134769,2.0
u_25e5d27ba1,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,5.0,0.5956137150453054,9.0
u_993aeb3735,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,14.0,0.5236039505045198,15.0
u_8836e5726c,struggling_learner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.333102897430248,5.0
u_1eba305124,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,2.0,0.5867831307041317,6.0
u_5a7d1ff008,tool_first_explorer,intermediate,education,conservative,2024-01-01T00:00:00,5.0,0.48671007389050147,2.0
u_80689d4eac,fast_advanced,advanced,trading,conservative,2024-01-01T00:00:00,9.0,0.8091910158671552,1.0
u_16bcb2491d,careful_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,4.0,0.4948515994648706,4.0
u_f509422cc3,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,1.0,0.3547216980579796,1.0
u_26b690d974,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,3.0,0.6717916238996167,1.0
u_50b2dadd23,struggling_learner,beginner,trading,moderate,2024-01-01T00:00:00,8.0,0.3760324637335707,12.0
u_cefde220ed,engaged_learner,beginner,trading,conservative,2024-01-01T00:00:00,11.0,0.5912259088873386,6.0
u_bc6dd45719,tool_first_explorer,beginner,general,moderate,2024-01-01T00:00:00,2.0,0.4011120430787136,2.0
u_bb15dbae3d,tool_first_explorer,intermediate,general,conservative,2024-01-01T00:00:00,9.0,0.4406664168971003,6.0
u_4641cb8f33,tool_first_explorer,beginner,trading,aggressive,2024-01-01T00:00:00,9.0,0.5547675627701328,8.0
u_609a675d80,fast_advanced,advanced,retirement,moderate,2024-01-01T00:00:00,16.0,0.8016245537969446,3.0
u_b2489bbf0e,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,6.0,0.3415293881330954,2.0
u_69efc2557d,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,3.0,0.45687997043575057,4.0
u_10f2f9a3ed,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,11.0,0.6496472653625971,8.0
u_d2fadf88d7,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,9.0,0.494031352449505,11.0
u_1c8c169e5f,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,5.0,0.28385690950340225,12.0
u_a26403c17a,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,4.0,0.5719650535256353,5.0
u_69ad7bc639,engaged_learner,beginner,education,aggressive,2024-01-01T00:00:00,4.0,0.5748299437185153,3.0
u_958a0da26c,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,2.0,0.29732000801513875,0.0
u_9333873996,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,2.0,0.35751041473434536,4.0
u_767af4ab01,careful_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,4.0,0.5947128704628134,6.0
u_f2567fdb15,tool_first_explorer,beginner,retirement,conservative,2024-01-01T00:00:00,3.0,0.4040561802641127,3.0
u_be5f2c4414,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,5.0,0.5819146940588843,8.0
u_5628a55102,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,10.0,0.493230232835442,14.0
u_ab371b1a71,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,11.0,0.6729075841884344,9.0
u_2f57e5364d,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,13.0,0.6127295317343574,11.0
u_166631990b,careful_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,6.0,0.5041650577933581,12.0
u_217d7e022e,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,7.0,0.6149209021222464,9.0
u_f5159be5db,tool_first_explorer,intermediate,general,conservative,2024-01-01T00:00:00,2.0,0.5189509360938747,2.0
u_586cbc6f12,careful_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,3.0,0.3773166173568646,6.0
u_e4e38ff01e,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,1.0,0.710776612675123,2.0
u_530281ad37,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,8.0,0.4736314667018563,5.0
u_e434c3c451,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,2.0,0.32856024618390145,4.0
u_f6c8fbff91,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,7.0,0.6161510639913347,6.0
u_dd223511fc,engaged_learner,intermediate,trading,aggressive,2024-01-01T00:00:00,20.0,0.5846580675820976,13.0
u_417054cd63,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,4.0,0.5199932843465294,6.0
u_4ee0364afb,fast_advanced,advanced,education,moderate,2024-01-01T00:00:00,9.0,0.8019434046795882,0.0
u_a262db0ea5,struggling_learner,beginner,education,conservative,2024-01-01T00:00:00,2.0,0.5029799522123444,4.0
u_22ae2d092f,engaged_learner,intermediate,trading,aggressive,2024-01-01T00:00:00,11.0,0.652965395783287,9.0
u_a9d9a1cc65,tool_first_explorer,beginner,general,moderate,2024-01-01T00:00:00,12.0,0.5980800836016239,5.0
u_b780f7bf8f,tool_first_explorer,beginner,retirement,aggressive,2024-01-01T00:00:00,10.0,0.4381205436916539,11.0
u_4988534d39,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,5.0,0.2917903069620737,1.0
u_365754bb53,overconfident_beginner,beginner,general,moderate,2024-01-01T00:00:00,3.0,0.258173843846958,0.0
u_e8a8272247,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,3.0,0.6002452319423317,4.0
u_b122f28cd6,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,4.0,0.5942455014423048,3.0
u_2c904d1a88,careful_beginner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.5091955291940903,5.0
u_f8a9afacb9,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,9.0,0.4965783553015774,19.0
u_e89a4adef5,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,2.0,0.29905962965493477,4.0
u_dfa0d05f83,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,7.0,0.4973349139296556,11.0
u_b575be244b,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,2.0,0.3549403834101514,3.0
u_3cc35be947,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,5.0,0.6161345613858027,6.0
u_1ec14e0d68,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,6.0,0.5356971559205219,11.0
u_1e0f663e42,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,10.0,0.605505616061441,15.0
u_855d915487,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,9.0,0.47449021531969104,15.0
u_4079fe3bf2,fast_advanced,advanced,retirement,moderate,2024-01-01T00:00:00,6.0,0.7591781001722575,0.0
u_71cea96f7a,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,6.0,0.5437129655092845,13.0
u_04a066b38d,struggling_learner,beginner,retirement,conservative,2024-01-01T00:00:00,8.0,0.3462395330827428,17.0
u_9ea3453183,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,13.0,0.5117260777736449,22.0
u_d92cf7146e,engaged_learner,intermediate,trading,aggressive,2024-01-01T00:00:00,2.0,0.7121229605908348,0.0
u_d5e324aef9,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,2.0,0.6103883951389093,4.0
u_248200dec2,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,1.0,0.7067112180557187,0.0
u_7e9344e503,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,15.0,0.5276526962954071,28.0
u_70e298ebf0,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,7.0,0.6332648523567761,7.0
u_f5c1e6aaa5,tool_first_explorer,intermediate,retirement,conservative,2024-01-01T00:00:00,10.0,0.5593403866477887,5.0
u_6b9541de78,tool_first_explorer,intermediate,trading,aggressive,2024-01-01T00:00:00,7.0,0.6339562797392917,5.0
u_d3be19f587,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,11.0,0.6546608340763673,13.0
u_450fa352e1,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.14164656089540006,0.0
u_52094b24b7,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,6.0,0.3251284767819782,2.0
u_35348149d0,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,7.0,0.42032143250779685,3.0
u_f724263b08,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,4.0,0.3860364552028117,2.0
u_976edaa291,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,16.0,0.8079545146714038,1.0
u_324616322e,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,8.0,0.6213691638994003,12.0
u_b5b3ebaaf0,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,6.0,0.43442622848885243,0.0
u_7cd9bb2b0b,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,8.0,0.5689998572585894,9.0
u_047dc4139d,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,2.0,0.26499944673439785,2.0
u_a774e9bb2f,struggling_learner,beginner,trading,conservative,2024-01-01T00:00:00,14.0,0.3683645892594019,25.0
u_2e482ab42e,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,8.0,0.3772754479316169,2.0
u_f2da07842e,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,7.0,0.4686167359854343,0.0
u_acec5741a7,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,11.0,0.4822836886126293,17.0
u_1ff402327c,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,2.0,0.2942440869444966,0.0
u_7ba87ae20d,tool_first_explorer,beginner,general,aggressive,2024-01-01T00:00:00,8.0,0.6446368435845201,8.0
u_6a636eb8e5,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,2.0,0.15857500992958093,0.0
u_4585e66e28,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,9.0,0.698678403489129,10.0
u_d69ede4564,struggling_learner,beginner,education,aggressive,2024-01-01T00:00:00,1.0,0.27807709271392356,3.0
u_7bc0c92874,tool_first_explorer,intermediate,trading,conservative,2024-01-01T00:00:00,14.0,0.5676434770949441,7.0
u_cb764813ea,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,16.0,0.6454056923602094,15.0
u_1bed88471f,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,4.0,0.3477674702018753,0.0
u_25ece34205,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,14.0,0.28750972325545765,25.0
u_a4cc25d06a,careful_beginner,beginner,trading,moderate,2024-01-01T00:00:00,13.0,0.4580231589513499,19.0
u_b533e1179b,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,13.0,0.6257589177314433,15.0
u_8a21b058a6,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,5.0,0.29881554306601316,1.0
u_9596cc8860,tool_first_explorer,intermediate,education,moderate,2024-01-01T00:00:00,2.0,0.7264651437057243,0.0
u_bf46306ba0,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,0.0,0.0,0.0
u_3833a16de3,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,13.0,0.4393743859306353,16.0
u_74ccea65ff,struggling_learner,beginner,retirement,moderate,2024-01-01T00:00:00,9.0,0.2954047549262755,13.0
u_812c06b42a,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,4.0,0.4610661443894052,7.0
u_7ef2c9054d,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,1.0,0.5925772919941095,1.0
u_c566eacca2,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,9.0,0.28948808530703674,2.0
u_ca2848339e,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,1.0,0.1724373550689171,2.0
u_c53e4cee4e,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,6.0,0.37884056943847294,5.0
u_57f672609c,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,16.0,0.3130696358780073,4.0
u_f6daaeb458,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,1.0,0.1250561580747451,1.0
u_563ffa4270,fast_advanced,advanced,general,moderate,2024-01-01T00:00:00,13.0,0.754626616129175,1.0
u_b8833f0a0a,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,1.0,0.06693964703755242,0.0
u_f7eef60685,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,9.0,0.5833387226661473,6.0
u_687566ee42,struggling_learner,beginner,trading,conservative,2024-01-01T00:00:00,3.0,0.45456065477440716,6.0
u_41f84f1c7d,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,4.0,0.48216284885841115,5.0
u_95917d138b,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,5.0,0.5550344631183888,5.0
u_13f04f57fa,careful_beginner,beginner,trading,moderate,2024-01-01T00:00:00,2.0,0.5160277010831863,2.0
u_74663cc215,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,8.0,0.7110138679839078,7.0
u_88e32c1398,struggling_learner,beginner,retirement,moderate,2024-01-01T00:00:00,3.0,0.2751836894754037,5.0
u_fb1ece5bd3,careful_beginner,beginner,trading,moderate,2024-01-01T00:00:00,15.0,0.4705538599228481,24.0
u_c1a7e026de,fast_advanced,advanced,retirement,conservative,2024-01-01T00:00:00,3.0,0.7675377840553907,0.0
u_25d11933a5,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,3.0,0.8547378134780601,1.0
u_944dbebbfa,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,9.0,0.36472982446277397,3.0
